272,159,521,158,521,202,272,203
62,388,246,384,247,417,63,421
63,556,181,555,181,600,63,600
718,338,861,340,860,374,717,372
465,285,613,283,614,325,466,327
68,289,183,293,181,328,67,325
536,749,639,749,639,787,536,788
851,290,986,289,986,327,851,329
372,293,469,291,470,325,373,327
765,291,852,293,851,327,764,324
46,45,142,44,143,78,46,79
443,750,535,750,535,788,443,787
873,344,949,344,949,372,873,371
256,48,358,53,357,81,254,76
465,332,576,331,577,373,465,374
575,341,644,339,645,374,576,376
213,336,302,334,303,370,214,372
285,298,367,295,368,326,286,329
184,294,280,292,281,325,184,327
115,338,212,338,212,371,115,372
331,330,399,334,397,376,329,372
696,293,765,292,765,324,696,325
629,290,693,289,693,326,629,327
648,341,710,340,711,371,649,373
138,47,207,49,206,79,137,77
408,339,460,339,461,373,408,373
64,340,114,341,113,371,63,371
849,61,879,63,879,77,848,75
221,47,284,49,283,79,220,77
851,49,875,50,874,63,851,62
894,54,955,52,956,78,894,80
