140,42,357,20,365,87,147,109
439,627,640,627,640,665,439,666
251,214,466,216,466,268,251,266
299,924,489,923,489,957,299,958
150,1110,313,1110,313,1144,150,1144
197,333,390,335,390,377,196,375
277,91,316,91,316,108,277,108
655,1108,814,1111,814,1146,654,1143
485,416,612,416,612,455,485,455
104,214,236,215,236,269,104,268
170,1153,282,1158,281,1195,169,1190
453,781,590,783,589,818,452,816
109,420,202,420,201,457,109,456
107,339,211,338,211,375,107,376
286,1156,389,1156,389,1190,286,1190
755,922,896,922,896,958,755,959
510,1106,650,1111,648,1149,509,1143
292,417,392,417,392,456,292,457
591,783,664,784,663,815,591,814
858,1112,918,1114,917,1144,856,1141
321,1117,382,1115,383,1145,322,1148
107,1162,165,1160,166,1188,108,1190
206,427,286,425,286,456,207,458
610,421,673,422,673,455,610,454
383,1117,470,1112,472,1142,385,1147
179,923,252,913,262,980,189,990
394,340,452,341,451,375,393,374
390,418,438,418,438,456,390,456
106,1112,151,1114,149,1149,104,1147
440,421,484,422,483,456,439,455
809,1111,856,1108,858,1142,811,1145
471,1111,512,1111,512,1145,471,1145
415,788,451,788,450,818,415,818
